center_x,center_y,Hanrei_N,Shoku_N,Dai_N,Chu_N,Sai_N
15055700.43597825,4132348.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4132448.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,植林地,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4132548.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,植林地,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4132648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,植林地,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4132748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,植林地,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4132848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4132948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4133048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4133148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4133248.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4133348.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4133448.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4133548.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4133648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4133748.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4133848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4133948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4134048.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4134148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4134248.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4134348.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4134448.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4134548.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4134648.1871701297,スギ・ヒノキ・サワラ植林,植林地、耕作地植生,植林地,スギ・ヒノキ・サワラ植林,
15055700.43597825,4134748.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4134848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4134948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135248.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135348.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135448.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4135548.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4135648.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4135748.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4135848.1871701297,シイ・カシ二次林,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4135948.1871701297,シイ・カシ二次林,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4136048.1871701297,シイ・カシ二次林,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4136148.1871701297,シイ・カシ二次林,その他,市街地等,シイ・カシ二次林,
15055700.43597825,4136248.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136348.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136448.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136548.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136648.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136748.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136848.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4136948.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4137048.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4137148.1871701297,アベマキ−コナラ群集,その他,市街地等,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4137248.1871701297,アベマキ−コナラ群集,その他,市街地等,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4137348.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4137448.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4137548.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4137648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055700.43597825,4137748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4137848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4137948.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4138048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4138148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,アベマキ−コナラ群集
15055700.43597825,4138248.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4138348.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4138448.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055700.43597825,4138548.1871701297,モチツツジ−アカマツ群集,その他,市街地等,市街地,モチツツジ−アカマツ群集
15055700.43597825,4138648.1871701297,市街地,その他,市街地等,市街地,緑の多い住宅地
15055700.43597825,4138748.1871701297,市街地,植林地、耕作地植生,市街地等,市街地,緑の多い住宅地
15055700.43597825,4138848.1871701297,市街地,その他,市街地等,市街地,緑の多い住宅地
15055700.43597825,4138948.1871701297,モチツツジ−アカマツ群集,その他,市街地等,市街地,モチツツジ−アカマツ群集
15055700.43597825,4139048.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4139148.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4139248.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055700.43597825,4139348.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055700.43597825,4139448.1871701297,水田雑草群落,植林地、耕作地植生,耕作地,水田雑草群落,
15055700.43597825,4139548.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055700.43597825,4139648.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4139748.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4139848.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4139948.1871701297,市街地,植林地、耕作地植生,耕作地,市街地,
15055700.43597825,4140048.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140148.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140248.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140348.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140448.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140548.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140648.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4140748.1871701297,クロマツ植林,その他,市街地等,クロマツ植林,
15055700.43597825,4140848.1871701297,クロマツ植林,その他,市街地等,クロマツ植林,
15055700.43597825,4140948.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141048.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141148.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141248.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141348.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141448.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141548.1871701297,市街地,その他,市街地等,市街地,
15055700.43597825,4141648.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4130448.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4130548.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4130648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4130748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4130848.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4130948.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4131048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4131148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131248.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131348.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4131448.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4131548.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4131948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132248.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4132348.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132448.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4132548.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4132848.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4132948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4133048.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4133148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4133248.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4133348.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4133448.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4133548.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4133648.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4133748.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4133848.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,落葉広葉樹二次林,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4133948.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4134048.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134148.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134248.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134348.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134448.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134548.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134648.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134748.1871701297,スギ・ヒノキ・サワラ植林,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134848.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4134948.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4135148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,伐採跡地群落,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4135248.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4135348.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135448.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135548.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135648.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135748.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135848.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4135948.1871701297,シイ・カシ二次林,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4136048.1871701297,シイ・カシ二次林,ヤブツバキクラス域代償植生,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4136148.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136248.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136348.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136448.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136548.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136648.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136748.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136848.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4136948.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4137048.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4137148.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4137248.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4137348.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4137448.1871701297,市街地,その他,市街地等,市街地,モチツツジ−アカマツ群集
15055800.43597825,4137548.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4137648.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4137748.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4137848.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4137948.1871701297,モチツツジ−アカマツ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4138048.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4138148.1871701297,アベマキ−コナラ群集,ヤブツバキクラス域代償植生,常緑針葉樹二次林,アカマツ群落,アベマキ−コナラ群集
15055800.43597825,4138248.1871701297,モチツツジ−アカマツ群集,植林地、耕作地植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4138348.1871701297,竹林,植林地、耕作地植生,竹林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4138448.1871701297,モチツツジ−アカマツ群集,植林地、耕作地植生,常緑針葉樹二次林,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4138548.1871701297,モチツツジ−アカマツ群集,その他,市街地等,アカマツ群落,モチツツジ−アカマツ群集
15055800.43597825,4138648.1871701297,緑の多い住宅地,その他,市街地等,市街地,緑の多い住宅地
15055800.43597825,4138748.1871701297,緑の多い住宅地,その他,市街地等,市街地,緑の多い住宅地
15055800.43597825,4138848.1871701297,竹林,その他,市街地等,市街地,緑の多い住宅地
15055800.43597825,4138948.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055800.43597825,4139048.1871701297,造成地,その他,市街地等,造成地,
15055800.43597825,4139148.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055800.43597825,4139248.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055800.43597825,4139348.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055800.43597825,4139448.1871701297,水田雑草群落,その他,市街地等,水田雑草群落,
15055800.43597825,4139548.1871701297,水田雑草群落,植林地、耕作地植生,耕作地,水田雑草群落,アベマキ−コナラ群集
15055800.43597825,4139648.1871701297,アベマキ−コナラ群集,その他,市街地等,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4139748.1871701297,アベマキ−コナラ群集,植林地、耕作地植生,耕作地,コナラ群落,アベマキ−コナラ群集
15055800.43597825,4139848.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4139948.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140048.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140148.1871701297,路傍・空地雑草群落,植林地、耕作地植生,耕作地,路傍・空地雑草群落,
15055800.43597825,4140248.1871701297,路傍・空地雑草群落,植林地、耕作地植生,耕作地,路傍・空地雑草群落,
15055800.43597825,4140348.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140448.1871701297,市街地,植林地、耕作地植生,耕作地,市街地,
15055800.43597825,4140548.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140648.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140748.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140848.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4140948.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4141048.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4141148.1871701297,市街地,その他,市街地等,市街地,
15055800.43597825,4141248.1871701297,市街地,その他,市街地等,市街地,
